Material,Material_Descr,Average Price,Base UoM,No. Cases/Truck,Plant,Plant Descr.,Material Group,Material Grp. Descr.,Purchasing Group,Purch Grp. Descr.,Product Hierarchy,Product Hier. Descr.,Weight of a Truck,FDC_ID,Team Member,,,,,,,,,,
111052,CARROTS DICED FRZ CTN-12/2 LB, 	0.7035 ,LB,"1,620",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602003031400,VEGETABLES/CARROTS/FROZEN,"38,880.000",,Malena,,,,,,,,,,
111053,CORN FRZ CTN-12/2.5 LB, 	0.9132 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602004031400,VEGETABLES/CORN/FROZEN,"39,600.000",,Malena,,,,,,,,,,
111054,BEANS GREEN FRZ CTN-12/2 LB, 	0.9387 ,LB,"1,620",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602002531400,VEGETABLES/BEANS GREEN/FROZEN,"38,880.000",,Malena,,,,,,,,,,
111110,CHEESE CHED YEL 0.75 OZ SLICE PKG-12 LB, 	2.8510 ,LB,"3,120",1000,DOMESTIC STATISTICAL 1000,401040,"CHEESE, NATURAL AMER",220,AMS-DAIRY,100402003031440,CHEESE/CHEDDAR YELLOW/LOAVES,"37,440.000",,Malena,,,,,,,,,,
111220,CHEESE PEPPER JACK SHRED-PKG 4/5 LB, 	2.7244 ,LB,"1,940",1000,DOMESTIC STATISTICAL 1000,401040,"CHEESE, NATURAL AMER",220,AMS-DAIRY,100402009031540,CHEESE/PEPPER JACK/SHREDDED,"38,800.000",,Malena,,,,,,,,,,
111230,MIXED VEGETABLES FRZ CTN-6/5LB, 	0.9562 ,LB,"1,320",1000,DOMESTIC STATISTICAL 1000,703040,"VEGETABLE, FROZEN",110,AMS-FRUIT & VEG,103602002531400,VEGETABLES/BEANS GREEN/FROZEN,"39,600.000",,Malena,,,,,,,,,,
111361,CHICKEN CUT UP FRZ CTN-40 LB, 	1.8190 ,LB,950,1000,DOMESTIC STATISTICAL 1000,301020,"CHICKEN, FROZEN",120,AMS-POULTRY,102802001031400,POULTRY/EGGS/CHICKEN/FROZEN,"38,000.000",,Malena,,,,,,,,,,
111368,K CHICKEN CUT UP FRZ CTN-40 LB, 	5.6000 ,LB,950,1000,DOMESTIC STATISTICAL 1000,301020,"CHICKEN, FROZEN",120,AMS-POULTRY,102802001031400,POULTRY/EGGS/CHICKEN/FROZEN,"38,000.000",,Malena,,,,,,,,,,
111643,CHERRIES DRIED TART PKG-250/1.36 OZ, 	5.0051 ,LB,"1,584",1000,DOMESTIC STATISTICAL 1000,702020,"FRUIT, DRIED",110,AMS-FRUIT & VEG,101202005031340,FRUIT/CHERRY/DRIED,"33,660.000",,Malena,,,,,,,,,,
100103D,CHICKEN LARGE CHILLED -BULK, 	1.4099 ,LB,0,1000,DOMESTIC STATISTICAL 1000,301040,"CHICKEN, BULK",120,AMS-POULTRY,102802001031260,POULTRY/EGGS/CHICKEN/CHILLED,36000,,Malena,,,,,,,,,,
100103W,CHICKEN LARGE CHILLED -BULK, 	1.4099 ,LB,0,1000,DOMESTIC STATISTICAL 1000,301040,"CHICKEN, BULK",120,AMS-POULTRY,102802001031260,POULTRY/EGGS/CHICKEN/CHILLED,36000,,Malena,,,,,,,,,,
100124D,TURKEY CHILLED -BULK, 	1.5880 ,LB,0,1000,DOMESTIC STATISTICAL 1000,302040,"TURKEY, BULK",120,AMS-POULTRY,102802004031260,POULTRY/EGGS/TURKEY/CHILLED,36000,,Malena,,,,,,,,,,
100124W,TURKEY CHILLED -BULK, 	1.5880 ,LB,0,1000,DOMESTIC STATISTICAL 1000,302040,"TURKEY, BULK",120,AMS-POULTRY,102802004031260,POULTRY/EGGS/TURKEY/CHILLED,36000,,Malena,,,,,,,,,,
